"USECODE_char","FUELTYPE","AREASQ","STORYHEIGHT","USECODE"
"Single Family Residence","OIL",3244,2,101
"Single Family Residence","OIL",1500,1,101
"Two-Family","OIL",2428,1,104
"Single Family Residence","GAS",1976,2,101
"Single Family Residence","GAS",2240,2,101
"Single Family Residence","GAS",2446,2,101
"Single Family Residence","GAS",2128,2,101
"Single Family Residence","GAS",2128,2,101
"Single Family Residence","GAS",2342,2,101
"Single Family Residence","GAS",1900,1,101
"Single Family Residence","GAS",2410,2,101
"Single Family Residence","GAS",3304,2,101
"Single Family Residence","GAS",2542,2,101
"Single Family Residence","GAS",2440,2,101
"Single Family Residence","GAS",2620,2,101
"Single Family Residence","GAS",2973,2,101
"Single Family Residence","GAS",3140,2,101
"Single Family Residence","GAS",2558,2,101
"Single Family Residence","GAS",2664,2,101
"Single Family Residence","GAS",3576,2,101
"Single Family Residence","GAS",2712,2,101
"Single Family Residence","GAS",2471,2,101
"Single Family Residence","GAS",2710,2,101
"Single Family Residence","GAS",2642,2,101
"Single Family Residence","GAS",2508,2,101
"Single Family Residence","GAS",2374,2,101
"Single Family Residence","GAS",2569,2,101
"Single Family Residence","GAS",3272,2,101
"Single Family Residence","GAS",2206,1,101
"Single Family Residence","GAS",1976,2,101
"Single Family Residence","GAS",2344,2,101
"Single Family Residence","GAS",1900,2,101
"Single Family Residence","GAS",2014,2,101
"Single Family Residence","GAS",2128,2,101
"Residential Condominium","OIL",992,2,102
"Residential Condominium","OIL",992,2,102
"Residential Condominium","GAS",992,2,102
"Residential Condominium","GAS",992,2,102
"Residential Condominium","OIL",1232,2,102
"Residential Condominium","OIL",1232,2,102
"Residential Condominium","OIL",1232,2,102
"Residential Condominium","OIL",1232,2,102
"Two-Family","OIL",2979,2,104
"Single Family Residence","GAS",960,1,101
"Two-Family","GAS",2018,2,104
"Single Family Residence","OIL",4128,1,101
"Single Family Residence","OIL",1826,1,101
"Single Family Residence","OIL",2202,1,101
"Single Family Residence","OIL",1518,2,101
"Single Family Residence","GAS",2016,2,101
"Three-Family","GAS",2816,2.7,105
"Single Family Residence","OIL",1038,1,101
"Single Family Residence","GAS",1140,1.7,101
"Single Family Residence","OIL",1572,2,101
"Single Family Residence","OIL",1480,2,101
"Single Family Residence","OIL",1584,2,101
"Housing, Other","OIL",2279,1.7,959
"Housing, Other","GAS",2820,2,959
"Single Family Residence","GAS",2100,1.7,101
"Two-Family","OIL",2655,2,104
"Two-Family","GAS",3150,2,104
"Single Family Residence","OIL",3016,2,101
"Single Family Residence","OIL",1666,1.7,101
"Single Family Residence","OIL",1196,1,101
"Apartments - 4 To 8 Units","GAS",3120,2,111
"Single Family Residence","OIL",1435,2,101
"Two-Family","OIL",2459,2,104
"Single Family Residence","OIL",1801,2,101
"Single Family Residence","OIL",1745,2,101
"Single Family Residence","ELECTRIC",1556,1,101
"Single Family Residence","OIL",1654,2,101
"Single Family Residence","OIL",832,1,101
"Single Family Residence","OIL",1208,1,101
"Single Family Residence","OIL",996,1,101
"Two-Family","OIL",2652,2,104
"Two-Family","OIL",1944,2,104
"Single Family Residence","GAS",1700,2,101
"Single Family Residence","GAS",2100,2,101
"Three-Family","OIL",3267,3,105
"Single Family Residence","GAS",1494,2,101
"Single Family Residence","OIL",1798,2,101
"Single Family Residence","OIL",2002,1.7,101
"Single Family Residence","OIL",1200,1,101
"Two-Family","GAS",2520,2,104
"Single Family Residence","OIL",2032,2,101
"Single Family Residence","OIL",1590,1,101
"Two-Family","OIL",2266,2,104
"Two-Family","OIL",2590,2,104
"Three-Family","OIL",2959,1.7,105
"Apartments - 4 To 8 Units","OIL",1904,2,111
"Single Family Residence","OIL",848,1,101
"Two-Family","GAS",2052,2,104
"Single Family Residence","OIL",1216,2,101
"Three-Family","GAS",2429,2.7,105
"Single Family Residence","GAS",1440,1.7,101
"Single Family Residence","OIL",1650,2,101
"Single Family Residence","OIL",1628,2,101
"Two-Family","OIL",2160,2,104
"Single Family Residence","OIL",1673,2,101
"Single Family Residence","ELECTRIC",1676,2,101
"Two-Family","OIL",3136,2,104
"Single Family Residence","OIL",2244,1.7,101
"Single Family Residence","OIL",1428,1.7,101
"Single Family Residence","OIL",1716,1.7,101
"Single Family Residence","GAS",2333,2,101
"Single Family Residence","GAS",1224,1,101
"Single Family Residence","OIL",1630,1.7,101
"Single Family Residence","OIL",2521,2,101
"Single Family Residence","OIL",1948,1,101
"Single Family Residence","OIL",1722,1.7,101
"Single Family Residence","OIL",2732,2,101
"Three-Family","GAS",4719,2,105
"Single Family Residence","GAS",2647,2,101
"Single Family Residence","GAS",2442,2,101
"Single Family Residence","GAS",2974,2,101
"Single Family Residence","GAS",2360,2,101
"Single Family Residence","GAS",2171,2,101
"Single Family Residence","GAS",2964,2,101
"Single Family Residence","OIL",2204,2,101
"Single Family Residence","OIL",1872,2,101
"Single Family Residence","OIL",1714,2,101
"Single Family Residence","OIL",1460,2,101
"Single Family Residence","OIL",2546,2,101
"Single Family Residence","OIL",1248,1,101
"Single Family Residence","OIL",1426,1.7,101
"Single Family Residence","OIL",1546,1,101
"Single Family Residence","GAS",1584,1,101
"Single Family Residence","GAS",1600,2,101
"Multiple Houses On One Parcel","OIL",1868,2,109
"Multiple Houses On One Parcel","OIL",864,1,109
"Single Family Residence","GAS",1730,1,101
"Single Family Residence","GAS",1465,1,101
"Single Family Residence","GAS",1568,2,101
"Single Family Residence","OIL",1213,1,101
"Single Family Residence","OIL",3674,2,101
"Single Family Residence","GAS",2036,1,101
"Single Family Residence","GAS",2205,2,101
"Single Family Residence","OIL",2056,2,101
"Single Family Residence","OIL",1792,2,101
"Single Family Residence","OIL",1224,1.7,101
"Single Family Residence","OIL",2051,2,101
"Single Family Residence","GAS",3311,1.7,101
"Single Family Residence","GAS",2020,1,101
"Single Family Residence","OIL",1651,2,101
"Single Family Residence","OIL",1936,2,101
"Single Family Residence","GAS",1780,1,101
"Single Family Residence","GAS",1852,1,101
"Single Family Residence","GAS",1352,2,101
"Two-Family","OIL",2418,2,104
"Single Family Residence","GAS",1025,1,101
"Single Family Residence","OIL",1070,1,101
"Single Family Residence","OIL",1030,1,101
"Single Family Residence","OIL",2171,1.7,101
"Single Family Residence","OIL",1374,1,101
"Single Family Residence","GAS",1420,1,101
"Single Family Residence","OIL",979,1,101
"Single Family Residence","GAS",1014,1,101
"Single Family Residence","GAS",1232,1,101
"Single Family Residence","OIL",1365,1,101
"Single Family Residence","GAS",1522,2,101
"Single Family Residence","GAS",1388,1.7,101
"Single Family Residence","OIL",1556,2,101
"Single Family Residence","OIL",2692,2,101
"Two-Family","OIL",2682,2,104
"Three-Family","GAS",3201,2.7,105
"Single Family Residence","GAS",1758,2,101
"Single Family Residence","OIL",1344,2,101
"Single Family Residence","OIL",1524,2,101
"Single Family Residence","GAS",2034,2,101
"Single Family Residence","GAS",1961,2,101
"Single Family Residence","OIL",1872,2,101
"Single Family Residence","GAS",1656,2,101
"Single Family Residence","OIL",1446,2,101
"Single Family Residence","GAS",2368,2,101
"Single Family Residence","OIL",2176,2,101
"Single Family Residence","GAS",1740,2,101
"Single Family Residence","OIL",1390,2,101
"Single Family Residence","OIL",1772,2,101
"Single Family Residence","GAS",2918,2,101
"Single Family Residence","GAS",1666,2,101
"Two-Family","GAS",3909,2,104
"Two-Family","OIL",3277,2,104
"Single Family Residence","OIL",2136,2,101
"Single Family Residence","OIL",2144,2,101
"Two-Family","OIL",3063,2,104
"Single Family Residence","GAS",1777,2,101
"Single Family Residence","GAS",2406,1,101
"Multiple Houses On One Parcel","GAS",2186,2,109
"Multiple Houses On One Parcel","GAS",1568,1.7,109
"Multiple Houses On One Parcel","OIL",1326,1,109
"Three-Family","GAS",2721,2,105
"Single Family Residence","GAS",1792,1,101
"Single Family Residence","OIL",1526,2,101
"Multiple Houses On One Parcel","OIL",1078,1.7,109
"Multiple Houses On One Parcel","OIL",1344,2,109
"Single Family Residence","OIL",1664,2,101
"Single Family Residence","OIL",1728,2,101
"Single Family Residence","GAS",2908,2,101
"Single Family Residence","OIL",1104,1,101
"Single Family Residence","OIL",2696,1,101
"Single Family Residence","OIL",1404,1,101
"Single Family Residence","OIL",1066,1,101
"Single Family Residence","OIL",3316,1,101
"Single Family Residence","OIL",2043,1,101
"Single Family Residence","OIL",2438,2,101
"Single Family Residence","OIL",1105,1,101
"Single Family Residence","OIL",2023,1.7,101
"Single Family Residence","GAS",1476,1,101
"Single Family Residence","OIL",962,1,101
"Single Family Residence","OIL",1362,1,101
"Single Family Residence","OIL",2002,2,101
"Single Family Residence","OIL",1062,1,101
"Single Family Residence","OIL",1224,1,101
"Single Family Residence","OIL",1176,1,101
"Single Family Residence","OIL",1148,1,101
"Single Family Residence","OIL",1411,1.7,101
"Single Family Residence","OIL",1891,1.7,101
"Single Family Residence","OIL",1568,2,101
"Single Family Residence","OIL",1635,1,101
"Single Family Residence","OIL",1296,1,101
"Single Family Residence","OIL",1701,2,101
"Single Family Residence","GAS",960,1,101
"Single Family Residence","GAS",2000,1.7,101
"Single Family Residence","OIL",1194,1.7,101
"Single Family Residence","OIL",1689,1.7,101
"Single Family Residence","OIL",1673,2,101
"Single Family Residence","OIL",2302,1,101
"Single Family Residence","GAS",1287,1,101
"Single Family Residence","GAS",1440,1,101
"Single Family Residence","OIL",1224,1,101
"Single Family Residence","GAS",1224,1,101
"Single Family Residence","OIL",1190,1,101
"Single Family Residence","GAS",1632,2,101
"Single Family Residence","GAS",1344,1.7,101
"Single Family Residence","OIL",1546,1.7,101
"Single Family Residence","GAS",1838,1,101
"Single Family Residence","OIL",2189,2,101
"Single Family Residence","OIL",1954,2,101
"Single Family Residence","OIL",977,1,101
"Single Family Residence","OIL",977,1,101
"Single Family Residence","OIL",977,1,101
"Single Family Residence","OIL",2065,2,101
"Single Family Residence","OIL",2209,2,101
"Single Family Residence","OIL",2170,2,101
"Single Family Residence","GAS",1880,1,101
"Single Family Residence","OIL",2077,1.7,101
"Single Family Residence","OIL",1412,2,101
"Single Family Residence","GAS",1436,1,101
"Single Family Residence","OIL",1117,1,101
"Single Family Residence","GAS",1321,1,101
"Single Family Residence","OIL",2228,2,101
"Single Family Residence","OIL",977,1,101
"Single Family Residence","OIL",1173,1,101
"Single Family Residence","OIL",888,1,101
"Single Family Residence","GAS",1600,1.7,101
"Single Family Residence","GAS",1428,1.7,101
"Single Family Residence","OIL",1020,1,101
"Single Family Residence","OIL",1585,1.7,101
"Single Family Residence","OIL",2132,1.7,101
"Single Family Residence","OIL",2164,2,101
"Single Family Residence","OIL",1568,2,101
"Single Family Residence","OIL",1224,1,101
"Single Family Residence","OIL",2200,2,101
"Single Family Residence","GAS",2536,2,101
"Single Family Residence","GAS",1488,2,101
"Three-Family","OIL",2204,2,105
"Three-Family","GAS",3866,2,105
"Single Family Residence","GAS",3679,2.7,101
"Single Family Residence","GAS",2208,2,101
"Single Family Residence","OIL",1594,2,101
"Two-Family","OIL",3157,2,104
"Two-Family","ELECTRIC",3884,2,104
"Two-Family","OIL",2236,2,104
"Single Family Residence","OIL",1780,2,101
"Two-Family","OIL",2556,2,104
"Apartments - 4 To 8 Units","GAS",3614,2,111
"Apartments - 4 To 8 Units","GAS",2860,2,111
"Single Family Residence","GAS",1892,2,101
"Two-Family","OIL",2320,2,104
"Two-Family","OIL",2176,2,104
"Single Family Residence","OIL",1124,1.7,101
"Two-Family","OIL",2496,3,104
"Single Family Residence","GAS",1309,1.7,101
"Two-Family","OIL",2160,2,104
"Two-Family","OIL",2160,2,104
"Two-Family","OIL",2362,2,104
"Two-Family","OIL",1840,2,104
"Single Family Residence","GAS",1936,2.7,101
"Two-Family","ELECTRIC",2253,2.7,104
"Multiple Houses On One Parcel","GAS",1770,2,109
"Multiple Houses On One Parcel","GAS",1358,2,109
"Multiple Houses On One Parcel","GAS",348,1,109
"Single Family Residence","OIL",1025,1,101
"Single Family Residence","GAS",1838,1,101
"Single Family Residence","OIL",1556,1.7,101
"Single Family Residence","OIL",720,1,101
"Two-Family","OIL",2084,2,104
"Two-Family","GAS",2405,2,104
"Two-Family","OIL",2424,2,104
"Single Family Residence","GAS",2112,2,101
"Single Family Residence","GAS",1360,2,101
"Two-Family","GAS",1908,2,104
"Single Family Residence","OIL",1664,1,101
"Single Family Residence","OIL",3296,2,101
"Single Family Residence","GAS",2280,2,101
"Single Family Residence","OIL",1767,1.7,101
"Single Family Residence","OIL",2650,2,101
"Single Family Residence","OIL",2378,2,101
"Single Family Residence","OIL",1960,2,101
"Single Family Residence","OIL",2945,2,101
"Single Family Residence","OIL",2040,2,101
"Single Family Residence","OIL",3576,1.7,101
"Single Family Residence","OIL",1744,2,101
"Residential Condominium","GAS",1313,2,102
"Residential Condominium","GAS",1313,2,102
"Residential Condominium","GAS",1313,2,102
"Residential Condominium","GAS",1300,2,102
"Residential Condominium","GAS",1300,2,102
"Residential Condominium","GAS",1313,2,102
"Residential Condominium","ELECTRIC",1000,2,102
"Residential Condominium","ELECTRIC",1000,2,102
"Residential Condominium","ELECTRIC",1000,2,102
"Residential Condominium","ELECTRIC",1000,2,102
"Residential Condominium","ELECTRIC",1000,2,102
"Residential Condominium","ELECTRIC",1000,2,102
"Residential Condominium","GAS",1260,2,102
"Residential Condominium","GAS",1260,2,102
"Residential Condominium","ELECTRIC",1134,2,102
"Residential Condominium","ELECTRIC",1134,2,102
"Residential Condominium","ELECTRIC",1134,2,102
"Residential Condominium","ELECTRIC",1134,2,102
"Residential Condominium","ELECTRIC",1134,2,102
"Residential Condominium","ELECTRIC",1134,2,102
"Residential Condominium","GAS",1008,2,102
"Residential Condominium","GAS",1136,2,102
"Residential Condominium","GAS",1136,2,102
"Residential Condominium","GAS",1136,2,102
"Residential Condominium","GAS",1136,2,102
"Residential Condominium","GAS",1712,1,102
"Residential Condominium","GAS",1712,1,102
"Residential Condominium","OIL",1438,1.7,102
"Residential Condominium","GAS",1560,2,102
"Residential Condominium","GAS",1560,2,102
"Residential Condominium","GAS",1620,2,102
"Residential Condominium","GAS",1560,2,102
"Residential Condominium","GAS",1064,2,102
"Residential Condominium","GAS",1064,2,102
"Residential Condominium","GAS",1504,2,102
"Residential Condominium","OIL",2000,2,102
"Residential Condominium","OIL",1550,2,102
"Single Family Residence","OIL",1498,2,101
"Single Family Residence","OIL",1679,1.7,101
"Single Family Residence","OIL",1229,1.7,101
"Single Family Residence","OIL",1229,1.7,101
"Single Family Residence","GAS",1463,1.7,101
"Single Family Residence","GAS",2296,2,101
"Single Family Residence","OIL",1278,1,101
"Three-Family","GAS",3086,2.7,105
"Two-Family","OIL",1834,2,104
"Two-Family","OIL",1654,2,104
"Single Family Residence","OIL",894,1,101
"Single Family Residence","GAS",864,1,101
"Single Family Residence","GAS",1757,2,101
"Three-Family","GAS",3133,2,105
"Single Family Residence","OIL",1364,2,101
"Single Family Residence","OIL",1326,1.7,101
